Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	analysis_type	flowcell_barcode	genotype	gssr_id	instrument_name	lane	lsid	product_order	product_part_number	project	read_group_id	research_project	root_sample_id	run_barcode	run_name	sample_id	source_name	strain	work_request	Consent	LibrarySource
RNA-Seq	assembly	202	PRJNA75235	SAMN00991517	BI	sra	ncbi			SRX131018	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88100	2019-04-26	1864	911	Candida albicans P75010	ILLUMINA	2012-03-22	SRR447610	SRS332137	SRP022211	PRJNA193498.Candida_albicans_P75010_YPD		D0N3HACXX		169677.0	SL-HAQ	8	broadinstitute.org:bsp.prod.sample:2NC4P			G17020	D0N3H.8		SM-2IFCD	D0N3HACXX120305	120305_SL-HAQ_0190_AFCD0N3HACXX	SM-2NC4P		P75010	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75235	SAMN00991517	BI	sra	ncbi			SRX129855	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88100	2019-04-26	2029	1012	Candida albicans P75010	ILLUMINA	2012-04-20	SRR489764	SRS332137	SRP022211	PRJNA193498.Candida_albicans_P75010_YPD		D0N2CACXX		169677.0	SL-HAW	6	broadinstitute.org:bsp.prod.sample:2NC4P			G17020	D0N2C.6		SM-2IFCD	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4P		P75010	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75235	SAMN00991517	BI	sra	ncbi			SRX129855	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88100	2019-04-26	2006	1001	Candida albicans P75010	ILLUMINA	2012-04-20	SRR489774	SRS332137	SRP022211	PRJNA193498.Candida_albicans_P75010_YPD		D0N2CACXX		169677.0	SL-HAW	7	broadinstitute.org:bsp.prod.sample:2NC4P			G17020	D0N2C.7		SM-2IFCD	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4P		P75010	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75235	SAMN00991517	BI	sra	sra-sos	sra-sos.public		SRX129855	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88100	2012-05-28	2014	975	Candida albicans P75010	ILLUMINA	2012-05-27	SRR501098	SRS332137	SRP022211	PRJNA193498.Candida_albicans_P75010_YPD		D0N2CACXX		169677.0	SL-HAW	8	broadinstitute.org:bsp.prod.sample:2NC4P			G17020	D0N2C.8		SM-2IFCD	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4P		P75010	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75215	SAMN00991518	BI	sra	sra-sos	sra-sos.public		SRX131026	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88093	2012-04-18	1858	878	Candida albicans P87	ILLUMINA	2012-03-22	SRR447618	SRS332138	SRP022200	PRJNA193498.Candida_albicans_P87_Spider		D0N3HACXX		169683.0	SL-HAQ	8	broadinstitute.org:bsp.prod.sample:2NC4V			G17026	D0N3H.8		SM-2IFCJ	D0N3HACXX120305	120305_SL-HAQ_0190_AFCD0N3HACXX	SM-2NC4V		P87	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75215	SAMN00991518	BI	sra	sra-sos	sra-sos.public		SRX129844	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88093	2012-04-20	1988	958	Candida albicans P87	ILLUMINA	2012-04-20	SRR489759	SRS332138	SRP022200	PRJNA193498.Candida_albicans_P87_Spider		D0N2CACXX		169683.0	SL-HAW	6	broadinstitute.org:bsp.prod.sample:2NC4V			G17026	D0N2C.6		SM-2IFCJ	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4V		P87	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75215	SAMN00991518	BI	sra	sra-sos	sra-sos.public		SRX129844	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88093	2012-04-20	2007	967	Candida albicans P87	ILLUMINA	2012-04-20	SRR489769	SRS332138	SRP022200	PRJNA193498.Candida_albicans_P87_Spider		D0N2CACXX		169683.0	SL-HAW	7	broadinstitute.org:bsp.prod.sample:2NC4V			G17026	D0N2C.7		SM-2IFCJ	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4V		P87	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75215	SAMN00991518	BI	sra	ncbi			SRX129844	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88093	2012-05-28	2002	962	Candida albicans P87	ILLUMINA	2012-05-27	SRR501097	SRS332138	SRP022200	PRJNA193498.Candida_albicans_P87_Spider		D0N2CACXX		169683.0	SL-HAW	8	broadinstitute.org:bsp.prod.sample:2NC4V			G17026	D0N2C.8		SM-2IFCJ	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4V		P87	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75223	SAMN00991540	BI	sra	sra-sos	sra-sos.public		SRX131025	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88109	2012-04-18	1549	742	Candida albicans GC75	ILLUMINA	2012-03-22	SRR447617	SRS332160	SRP022214	PRJNA193498.Candida_albicans_GC75_Spider		D0N3HACXX		169687.0	SL-HAQ	8	broadinstitute.org:bsp.prod.sample:2NC4Z			G17030	D0N3H.8		SM-2IFCN	D0N3HACXX120305	120305_SL-HAQ_0190_AFCD0N3HACXX	SM-2NC4Z		GC75	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75223	SAMN00991540	BI	sra	sra-sos	sra-sos.public		SRX129846	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88109	2012-04-20	1679	819	Candida albicans GC75	ILLUMINA	2012-04-20	SRR489756	SRS332160	SRP022214	PRJNA193498.Candida_albicans_GC75_Spider		D0N2CACXX		169687.0	SL-HAW	6	broadinstitute.org:bsp.prod.sample:2NC4Z			G17030	D0N2C.6		SM-2IFCN	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4Z		GC75	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75223	SAMN00991540	BI	sra	ncbi			SRX129846	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88109	2012-05-28	1685	821	Candida albicans GC75	ILLUMINA	2012-05-27	SRR501075	SRS332160	SRP022214	PRJNA193498.Candida_albicans_GC75_Spider		D0N2CACXX		169687.0	SL-HAW	8	broadinstitute.org:bsp.prod.sample:2NC4Z			G17030	D0N2C.8		SM-2IFCN	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4Z		GC75	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75223	SAMN00991540	BI	sra	sra-sos	sra-sos.public		SRX129846	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88109	2012-05-28	1689	824	Candida albicans GC75	ILLUMINA	2012-05-27	SRR501101	SRS332160	SRP022214	PRJNA193498.Candida_albicans_GC75_Spider		D0N2CACXX		169687.0	SL-HAW	7	broadinstitute.org:bsp.prod.sample:2NC4Z			G17030	D0N2C.7		SM-2IFCN	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4Z		GC75	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75233	SAMN00991543	BI	sra	sra-sos	sra-sos.public		SRX131008	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88105	2012-04-18	1626	771	Candida albicans P37039	ILLUMINA	2012-03-22	SRR447600	SRS332163	SRP022207	PRJNA193498.Candida_albicans_P37039_Spider		D0N3HACXX		169686.0	SL-HAQ	8	broadinstitute.org:bsp.prod.sample:2NC4Y			G17029	D0N3H.8		SM-2IFCM	D0N3HACXX120305	120305_SL-HAQ_0190_AFCD0N3HACXX	SM-2NC4Y		P37039	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75233	SAMN00991543	BI	sra	sra-sos	sra-sos.public		SRX129854	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88105	2012-04-20	1768	853	Candida albicans P37039	ILLUMINA	2012-04-20	SRR489776	SRS332163	SRP022207	PRJNA193498.Candida_albicans_P37039_Spider		D0N2CACXX		169686.0	SL-HAW	6	broadinstitute.org:bsp.prod.sample:2NC4Y			G17029	D0N2C.6		SM-2IFCM	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4Y		P37039	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75233	SAMN00991543	BI	sra	sra-sos	sra-sos.public		SRX129854	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88105	2012-04-20	1763	851	Candida albicans P37039	ILLUMINA	2012-04-20	SRR489782	SRS332163	SRP022207	PRJNA193498.Candida_albicans_P37039_Spider		D0N2CACXX		169686.0	SL-HAW	7	broadinstitute.org:bsp.prod.sample:2NC4Y			G17029	D0N2C.7		SM-2IFCM	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4Y		P37039	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75233	SAMN00991543	BI	sra	sra-sos	sra-sos.public		SRX129854	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88105	2012-05-28	1769	851	Candida albicans P37039	ILLUMINA	2012-05-27	SRR501079	SRS332163	SRP022207	PRJNA193498.Candida_albicans_P37039_Spider		D0N2CACXX		169686.0	SL-HAW	8	broadinstitute.org:bsp.prod.sample:2NC4Y			G17029	D0N2C.8		SM-2IFCM	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4Y		P37039	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75223	SAMN00991553	BI	sra	sra-sos	sra-sos.public		SRX131009	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88112	2012-04-18	1639	781	Candida albicans GC75	ILLUMINA	2012-03-22	SRR447601	SRS332173	SRP022214	PRJNA193498.Candida_albicans_GC75_YPD		D0N3HACXX		169680.0	SL-HAQ	8	broadinstitute.org:bsp.prod.sample:2NC4S			G17023	D0N3H.8		SM-2IFCG	D0N3HACXX120305	120305_SL-HAQ_0190_AFCD0N3HACXX	SM-2NC4S		GC75	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75223	SAMN00991553	BI	sra	sra-sos	sra-sos.public		SRX129858	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88112	2012-04-20	1784	865	Candida albicans GC75	ILLUMINA	2012-04-20	SRR489777	SRS332173	SRP022214	PRJNA193498.Candida_albicans_GC75_YPD		D0N2CACXX		169680.0	SL-HAW	7	broadinstitute.org:bsp.prod.sample:2NC4S			G17023	D0N2C.7		SM-2IFCG	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4S		GC75	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75223	SAMN00991553	BI	sra	sra-sos	sra-sos.public		SRX129858	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88112	2012-04-20	1777	861	Candida albicans GC75	ILLUMINA	2012-04-20	SRR489778	SRS332173	SRP022214	PRJNA193498.Candida_albicans_GC75_YPD		D0N2CACXX		169680.0	SL-HAW	6	broadinstitute.org:bsp.prod.sample:2NC4S			G17023	D0N2C.6		SM-2IFCG	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4S		GC75	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75223	SAMN00991553	BI	sra	sra-sos	sra-sos.public		SRX129858	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88112	2012-05-28	1789	865	Candida albicans GC75	ILLUMINA	2012-05-27	SRR501099	SRS332173	SRP022214	PRJNA193498.Candida_albicans_GC75_YPD		D0N2CACXX		169680.0	SL-HAW	8	broadinstitute.org:bsp.prod.sample:2NC4S			G17023	D0N2C.8		SM-2IFCG	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4S		GC75	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75233	SAMN00991560	BI	sra	sra-sos	sra-sos.public		SRX131013	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88108	2012-04-18	1604	759	Candida albicans P37039	ILLUMINA	2012-03-22	SRR447605	SRS332180	SRP022207	PRJNA193498.Candida_albicans_P37039_YPD		D0N3HACXX		169679.0	SL-HAQ	8	broadinstitute.org:bsp.prod.sample:2NC4R			G17022	D0N3H.8		SM-2IFCF	D0N3HACXX120305	120305_SL-HAQ_0190_AFCD0N3HACXX	SM-2NC4R		P37039	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75233	SAMN00991560	BI	sra	ncbi			SRX129845	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88108	2012-04-20	1701	820	Candida albicans P37039	ILLUMINA	2012-04-20	SRR489767	SRS332180	SRP022207	PRJNA193498.Candida_albicans_P37039_YPD		D0N2CACXX		169679.0	SL-HAW	6	broadinstitute.org:bsp.prod.sample:2NC4R			G17022	D0N2C.6		SM-2IFCF	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4R		P37039	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75233	SAMN00991560	BI	sra	sra-sos	sra-sos.public		SRX129845	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88108	2012-05-28	1716	827	Candida albicans P37039	ILLUMINA	2012-05-27	SRR501074	SRS332180	SRP022207	PRJNA193498.Candida_albicans_P37039_YPD		D0N2CACXX		169679.0	SL-HAW	7	broadinstitute.org:bsp.prod.sample:2NC4R			G17022	D0N2C.7		SM-2IFCF	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4R		P37039	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75233	SAMN00991560	BI	sra	ncbi			SRX129845	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88108	2012-05-28	1718	826	Candida albicans P37039	ILLUMINA	2012-05-27	SRR501100	SRS332180	SRP022207	PRJNA193498.Candida_albicans_P37039_YPD		D0N2CACXX		169679.0	SL-HAW	8	broadinstitute.org:bsp.prod.sample:2NC4R			G17022	D0N2C.8		SM-2IFCF	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4R		P37039	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75235	SAMN00991562	BI	sra	ncbi			SRX131006	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88094	2019-04-26	1800	882	Candida albicans P75010	ILLUMINA	2012-03-22	SRR447598	SRS332182	SRP022211	PRJNA193498.Candida_albicans_P75010_Serum		D0N3HACXX		169691.0	SL-HAQ	8	broadinstitute.org:bsp.prod.sample:2NC54			G17034	D0N3H.8		SM-2IFCR	D0N3HACXX120305	120305_SL-HAQ_0190_AFCD0N3HACXX	SM-2NC54		P75010	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75235	SAMN00991562	BI	sra	sra-sos	sra-sos.public		SRX129862	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88094	2012-04-20	1930	939	Candida albicans P75010	ILLUMINA	2012-04-20	SRR489779	SRS332182	SRP022211	PRJNA193498.Candida_albicans_P75010_Serum		D0N2CACXX		169691.0	SL-HAW	6	broadinstitute.org:bsp.prod.sample:2NC54			G17034	D0N2C.6		SM-2IFCR	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC54		P75010	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75235	SAMN00991562	BI	sra	sra-sos	sra-sos.public		SRX129862	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88094	2012-04-20	1937	943	Candida albicans P75010	ILLUMINA	2012-04-20	SRR489780	SRS332182	SRP022211	PRJNA193498.Candida_albicans_P75010_Serum		D0N2CACXX		169691.0	SL-HAW	7	broadinstitute.org:bsp.prod.sample:2NC54			G17034	D0N2C.7		SM-2IFCR	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC54		P75010	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75235	SAMN00991562	BI	sra	ncbi			SRX129862	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88094	2012-05-28	1931	937	Candida albicans P75010	ILLUMINA	2012-05-27	SRR501088	SRS332182	SRP022211	PRJNA193498.Candida_albicans_P75010_Serum		D0N2CACXX		169691.0	SL-HAW	8	broadinstitute.org:bsp.prod.sample:2NC54			G17034	D0N2C.8		SM-2IFCR	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC54		P75010	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75209	SAMN00991563	BI	sra	sra-sos	sra-sos.public		SRX131012	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88116	2012-04-18	1632	771	Candida albicans 12C	ILLUMINA	2012-03-22	SRR447604	SRS332183	SRP022196	PRJNA193498.Candida_albicans_12C_Serum		D0N3HACXX		169689.0	SL-HAQ	8	broadinstitute.org:bsp.prod.sample:2NC52			G17032	D0N3H.8		SM-2IFCP	D0N3HACXX120305	120305_SL-HAQ_0190_AFCD0N3HACXX	SM-2NC52		12C	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75209	SAMN00991563	BI	sra	sra-sos	sra-sos.public		SRX129850	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88116	2012-04-20	1766	850	Candida albicans 12C	ILLUMINA	2012-04-20	SRR489787	SRS332183	SRP022196	PRJNA193498.Candida_albicans_12C_Serum		D0N2CACXX		169689.0	SL-HAW	6	broadinstitute.org:bsp.prod.sample:2NC52			G17032	D0N2C.6		SM-2IFCP	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC52		12C	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75209	SAMN00991563	BI	sra	sra-sos	sra-sos.public		SRX129850	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88116	2012-05-28	1782	856	Candida albicans 12C	ILLUMINA	2012-05-27	SRR501084	SRS332183	SRP022196	PRJNA193498.Candida_albicans_12C_Serum		D0N2CACXX		169689.0	SL-HAW	8	broadinstitute.org:bsp.prod.sample:2NC52			G17032	D0N2C.8		SM-2IFCP	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC52		12C	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75209	SAMN00991563	BI	sra	ncbi			SRX129850	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88116	2012-05-28	1780	858	Candida albicans 12C	ILLUMINA	2012-05-27	SRR501085	SRS332183	SRP022196	PRJNA193498.Candida_albicans_12C_Serum		D0N2CACXX		169689.0	SL-HAW	7	broadinstitute.org:bsp.prod.sample:2NC52			G17032	D0N2C.7		SM-2IFCP	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC52		12C	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75209	SAMN00991565	BI	sra	sra-sos	sra-sos.public		SRX131010	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88117	2012-04-18	1607	760	Candida albicans 12C	ILLUMINA	2012-03-22	SRR447602	SRS332185	SRP022196	PRJNA193498.Candida_albicans_12C_Spider		D0N3HACXX		169682.0	SL-HAQ	8	broadinstitute.org:bsp.prod.sample:2NC4U			G17025	D0N3H.8		SM-2IFCI	D0N3HACXX120305	120305_SL-HAQ_0190_AFCD0N3HACXX	SM-2NC4U		12C	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75209	SAMN00991565	BI	sra	sra-sos	sra-sos.public		SRX129861	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88117	2012-04-20	1732	834	Candida albicans 12C	ILLUMINA	2012-04-20	SRR489762	SRS332185	SRP022196	PRJNA193498.Candida_albicans_12C_Spider		D0N2CACXX		169682.0	SL-HAW	6	broadinstitute.org:bsp.prod.sample:2NC4U			G17025	D0N2C.6		SM-2IFCI	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4U		12C	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75209	SAMN00991565	BI	sra	ncbi			SRX129861	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88117	2012-05-28	1745	838	Candida albicans 12C	ILLUMINA	2012-05-27	SRR501083	SRS332185	SRP022196	PRJNA193498.Candida_albicans_12C_Spider		D0N2CACXX		169682.0	SL-HAW	8	broadinstitute.org:bsp.prod.sample:2NC4U			G17025	D0N2C.8		SM-2IFCI	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4U		12C	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75209	SAMN00991565	BI	sra	sra-sos	sra-sos.public		SRX129861	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88117	2012-05-28	1741	839	Candida albicans 12C	ILLUMINA	2012-05-27	SRR501087	SRS332185	SRP022196	PRJNA193498.Candida_albicans_12C_Spider		D0N2CACXX		169682.0	SL-HAW	7	broadinstitute.org:bsp.prod.sample:2NC4U			G17025	D0N2C.7		SM-2IFCI	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4U		12C	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75223	SAMN00991573	BI	sra	sra-sos	sra-sos.public		SRX131017	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88106	2012-04-18	1621	772	Candida albicans GC75	ILLUMINA	2012-03-22	SRR447609	SRS332193	SRP022214	PRJNA193498.Candida_albicans_GC75_Serum		D0N3HACXX		169694.0	SL-HAQ	8	broadinstitute.org:bsp.prod.sample:2NC57			G17037	D0N3H.8		SM-2IFCU	D0N3HACXX120305	120305_SL-HAQ_0190_AFCD0N3HACXX	SM-2NC57		GC75	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75223	SAMN00991573	BI	sra	sra-sos	sra-sos.public		SRX129843	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88106	2012-04-20	1761	854	Candida albicans GC75	ILLUMINA	2012-04-20	SRR489783	SRS332193	SRP022214	PRJNA193498.Candida_albicans_GC75_Serum		D0N2CACXX		169694.0	SL-HAW	6	broadinstitute.org:bsp.prod.sample:2NC57			G17037	D0N2C.6		SM-2IFCU	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC57		GC75	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75223	SAMN00991573	BI	sra	sra-sos	sra-sos.public		SRX129843	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88106	2012-05-28	1778	862	Candida albicans GC75	ILLUMINA	2012-05-27	SRR501082	SRS332193	SRP022214	PRJNA193498.Candida_albicans_GC75_Serum		D0N2CACXX		169694.0	SL-HAW	7	broadinstitute.org:bsp.prod.sample:2NC57			G17037	D0N2C.7		SM-2IFCU	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC57		GC75	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75223	SAMN00991573	BI	sra	ncbi			SRX129843	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88106	2012-05-28	1772	857	Candida albicans GC75	ILLUMINA	2012-05-27	SRR501089	SRS332193	SRP022214	PRJNA193498.Candida_albicans_GC75_Serum		D0N2CACXX		169694.0	SL-HAW	8	broadinstitute.org:bsp.prod.sample:2NC57			G17037	D0N2C.8		SM-2IFCU	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC57		GC75	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75227	SAMN00991574	BI	sra	sra-sos	sra-sos.public		SRX131021	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88104	2012-04-18	1672	798	Candida albicans P57072	ILLUMINA	2012-03-22	SRR447613	SRS332194	SRP022198	PRJNA193498.Candida_albicans_P57072_YPD		D0N3HACXX		169678.0	SL-HAQ	8	broadinstitute.org:bsp.prod.sample:2NC4Q			G17021	D0N3H.8		SM-2IFCE	D0N3HACXX120305	120305_SL-HAQ_0190_AFCD0N3HACXX	SM-2NC4Q		P57072	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75227	SAMN00991574	BI	sra	ncbi			SRX129849	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88104	2012-04-20	1797	875	Candida albicans P57072	ILLUMINA	2012-04-20	SRR489784	SRS332194	SRP022198	PRJNA193498.Candida_albicans_P57072_YPD		D0N2CACXX		169678.0	SL-HAW	7	broadinstitute.org:bsp.prod.sample:2NC4Q			G17021	D0N2C.7		SM-2IFCE	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4Q		P57072	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75227	SAMN00991574	BI	sra	ncbi			SRX129849	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88104	2012-04-20	1812	881	Candida albicans P57072	ILLUMINA	2012-04-20	SRR489789	SRS332194	SRP022198	PRJNA193498.Candida_albicans_P57072_YPD		D0N2CACXX		169678.0	SL-HAW	6	broadinstitute.org:bsp.prod.sample:2NC4Q			G17021	D0N2C.6		SM-2IFCE	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4Q		P57072	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75227	SAMN00991574	BI	sra	sra-sos	sra-sos.public		SRX129849	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88104	2012-05-28	1802	875	Candida albicans P57072	ILLUMINA	2012-05-27	SRR501093	SRS332194	SRP022198	PRJNA193498.Candida_albicans_P57072_YPD		D0N2CACXX		169678.0	SL-HAW	8	broadinstitute.org:bsp.prod.sample:2NC4Q			G17021	D0N2C.8		SM-2IFCE	D0N2CACXX120229	120229_SL-HAW_0168_AFCD0N2CACXX	SM-2NC4Q		P57072	29004	public	TRANSCRIPTOMIC
RNA-Seq	assembly	202	PRJNA75227	SAMN00991576	BI	sra	sra-sos	sra-sos.public		SRX131014	326	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-88101	2012-04-18	1578	752	Candida albicans P57072	ILLUMINA	2012-03-22	SRR447606	SRS332196	SRP022198	PRJNA193498.Candida_albicans_P57072_Spider		D0N3HACXX		169685.0	SL-HAQ	8	broadinstitute.org:bsp.prod.sample:2NC4X			G17028	D0N3H.8		SM-2IFCL	D0N3HACXX120305	120305_SL-HAQ_0190_AFCD0N3HACXX	SM-2NC4X		P57072	29004	public	TRANSCRIPTOMIC
